name,name2
njlgdxxb-zrkxbgmwnjlgdxxb,南京理工大学学报. 自然科学版（改名为：南京理工大学学报）
njlydxxb-zrkxb,南京林业大学学报. 自然科学版
njnydxxb,南京农业大学学报
njnydxxb-shkxb,南京农业大学学报. 社会科学版
njqxxyxbgmwdqkxxb,南京气象学院学报（改名为：大气科学学报）
njshkx,南京社会科学
njsdxb-shkxb,南京师大学报. 社会科学版
njsdxb-zrkxb,南京师大学报. 自然科学版
njykdxxb-zrkxb,南京医科大学学报. 自然科学版
njysxyxb-msysjb,南京艺术学院学报. 美术与设计版
njyddxxb-zrkxb,南京邮电大学学报. 自然科学版
njzzxyxb,南京政治学院学报
njzyydxxb,南京中医药大学学报
nkdxxb-zrkxb,南开大学学报. 自然科学版
nkglpl,南开管理评论
nkjjyj,南开经济研究
nkxb-zxshkxb,南开学报. 哲学社会科学版
nsbdyslkj,南水北调与水利科技
nmgdxxb-zrkxb,内蒙古大学学报. 自然科学版
nmgnydxxb-zrkxb,内蒙古农业大学学报. 自然科学版
nmgshkx,内蒙古社会科学
nmgsfdxxb-jykxb,内蒙古师范大学学报. 教育科学版
nmgsfdxxb-zrkxhwb,内蒙古师范大学学报. 自然科学汉文版
nrjgc,内燃机工程
nrjxb,内燃机学报
nsyj,泥沙研究
njkj,酿酒科技
ncjj,农村经济
njhyj,农机化研究
ny,农药
nyxxb,农药学学报
nygcxb,农业工程学报
nyhjkxxb,农业环境科学学报
nyjxxb,农业机械学报
nyjsjj,农业技术经济
nyjj,农业经济
nyjjwt,农业经济问题
nykg,农业考古
nyswjsxb,农业生物技术学报
nyxdhyj,农业现代化研究
ntkd,暖通空调
ozyj,欧洲研究
pgjxgmwpgjxgcxb,排灌机械（改名为：排灌机械工程学报）
pgkxygc,皮革科学与工程
qlxk,齐鲁学刊
qygl,企业管理
qyjj,企业经济
qhbhyjjz,气候变化研究进展
qhyhjyj,气候与环境研究
qx,气象
qxkx,气象科学
qxxb,气象学报
qcgc,汽车工程
qcjs,汽车技术
qljjs,汽轮机技术
qjgylzs,强激光与粒子束
qljs,桥梁建设
qdkjdxxb-zrkxb,青岛科技大学学报. 自然科学版
qhmzyj,青海民族研究
qnjz,青年记者
qnyj,青年研究
qhjjgjs,轻合金加工技术
qjs,轻金属
qhdxjyyj,清华大学教育研究
qhdxxb-zxshkxb,清华大学学报. 哲学社会科学版
qhdxxb-zrkxb,清华大学学报. 自然科学版
qhfx,清华法学
qm,清明
qsyj,清史研究
qbkx,情报科学
qbllysj,情报理论与实践
qbxb,情报学报
qbzz,情报杂志
qbzlgz,情报资料工作
qs,求实
qs,求是
qsxk,求是学刊
qqjyzw,全球教育展望
rlhxxb,燃料化学学报
rqwlsyyyj,燃气涡轮试验与研究
rskxyjs,燃烧科学与技术
rddl,热带地理
rdhyxb,热带海洋学报
rdqxxb,热带气象学报
rdyrdzwxb,热带亚热带植物学报
rdzwxb,热带作物学报
rgxsz,热固性树脂
rjggy,热加工工艺
rkxyjs,热科学与技术
rlfd,热力发电
rndlgc,热能动力工程
rgjtxb,人工晶体学报
rkxk,人口学刊
rkyj,人口研究
rkyfz,人口与发展
rkyjj,人口与经济
rlxxb,人类学学报
rmcj,人民长江
rmhh,人民黄河
rmjc,人民检察
rmjy,人民教育
rmls,人民论坛
rmwx,人民文学
rmyl-plgmwrmyl,人民音乐. 评论（改名为：人民音乐）
rwdl,人文地理
rwzz,人文杂志
rbxk,日本学刊
ryhxgy,日用化学工业
rjxb,软件学报
rkx,软科学
rhymf,润滑与密封
sp,色谱
sdxb,山地学报
sddxxb-gxb,山东大学学报. 工学版
sddxxb-lkb,山东大学学报. 理科版
sddxxb-yxb,山东大学学报. 医学版
sddxxb-zxshkxb,山东大学学报. 哲学社会科学版
sdnydxxb-zrkxb,山东农业大学学报. 自然科学版
sdshkx,山东社会科学
sdtykj,山东体育科技
sdtyxyxb,山东体育学院学报
sdwyjx,山东外语教学
sh,山花
sxcjdxxb,山西财经大学学报
sxdxxb-zxshkxb,山西大学学报. 哲学社会科学版
sxdxxb-zrkxb,山西大学学报. 自然科学版
sxda,山西档案
sxsdxb-shkxb,山西师大学报. 社会科学版
sxsfdxxb-zxshkxb,陕西师范大学学报. 哲学社会科学版
sxsfdxxb-zrkxb,陕西师范大学学报. 自然科学版
syjjygl,商业经济与管理
sysd,商业时代
syyj,商业研究
shcjdxxb-zxshkxb,上海财经大学学报. 哲学社会科学版
shdxxb-shkxb,上海大学学报. 社会科学版
shdxxb-zrkxb,上海大学学报. 自然科学版
shfy,上海翻译
shfzkj,上海纺织科技
shhsdxxb,上海海事大学学报
shjtdxxb,上海交通大学学报
shjtdxxb-yxb,上海交通大学学报. 医学版
shjtdxxb-zxshkxb,上海交通大学学报. 哲学社会科学版
shjyky,上海教育科研
shjr,上海金融
shjs,上海金属
shjjyj,上海经济研究
shkqyx,上海口腔医学
shlgdxxb,上海理工大学学报
shlxhjxyxb,上海立信会计学院学报
shnyxb,上海农业学报
shsfdxxb-zxshkxb,上海师范大学学报. 哲学社会科学版
shscdxxbgmwshhydxxb,上海水产大学学报（改名为：上海海洋大学学报）
shtyxyxb,上海体育学院学报
shwx,上海文学
shxj,上海戏剧
shxzxyxb,上海行政学院学报
shyx,上海医学
sjqt,烧结球团
sh,社会
shkx,社会科学
shkxjk,社会科学辑刊
shkxj,社会科学家
shkxyj,社会科学研究
shkxzx,社会科学战线
shxyj,社会学研究
shzyyj,社会主义研究
swsw,涉外税务
sdxxb-lgb,深圳大学学报. 理工版
sdxxb-rwshkxb,深圳大学学报. 人文社会科学版
sjjpxzz,神经解剖学杂志
sygydxxb,沈阳工业大学学报
syjzdxxb-zrkxb,沈阳建筑大学学报. 自然科学版
synydxxb,沈阳农业大学学报
sytyxyxb,沈阳体育学院学报
syykdxxb,沈阳药科大学学报
sjyj,审计研究
sjyjjyj,审计与经济研究
szbytxsyzzz,肾脏病与透析肾移植杂志
slkxjz,生理科学进展
slxb,生理学报
smkxyj,生命科学研究
ssdlxb,生态毒理学报
sshjgmwsshjxb,生态环境（改名为：生态环境学报）
ssjj,生态经济
sskx,生态科学
ssxb,生态学报
ssxzz,生态学杂志
ssynchjxb,生态与农村环境学报
swdyx,生物多样性
swgcxb,生物工程学报
swhxyswwljz,生物化学与生物物理进展
swjs,生物技术
swjstb,生物技术通报
swwlxb,生物物理学报
swyxgcxzz,生物医学工程学杂志
sxxb,声学学报
sk,诗刊
sgjs,施工技术
sdkx,湿地科学
sfyj,湿法冶金
sy,十月
sydqwlks,石油地球物理勘探
syhg,石油化工
syjx,石油机械
syksykf,石油勘探与开发
sylzyhg,石油炼制与化工
sysydz,石油实验地质
syws,石油物探
syxb,石油学报
syxb-syjg,石油学报. 石油加工
syytrqdz,石油与天然气地质
syzcgy,石油钻采工艺
syzsjs,石油钻探技术
szgygy,时珍国医国药
syjsygl,实验技术与管理
sylx,实验力学
syltlx,实验流体力学
sysyjyss,实验室研究与探索
syeklczz,实用儿科临床杂志
syfsxzz,实用放射学杂志
syfckzz,实用妇产科杂志
sykqyxzz,实用口腔医学杂志
syyxzz,实用医学杂志
spgy,食品工业
spgykj,食品工业科技
spkj,食品科技
spkx,食品科学
spyjykf,食品研究与开发
spyfjgy,食品与发酵工业
spyjx,食品与机械
spyswjsxb,食品与生物技术学报
syjxb,食用菌学报
sl,史林
sxjk,史学集刊
sxllyj,史学理论研究
sxsyj,史学史研究
sxyk,史学月刊
sjdzgc,世界地震工程
sjdy,世界电影
sjhyjx,世界汉语教学
sjhrxhzz,世界华人消化杂志
sjhwwxls,世界华文文学论坛
sjjj,世界经济
sjjjwh,世界经济文汇
sjjjyj,世界经济研究
sjjjyzz,世界经济与政治
sjjjyzzls,世界经济与政治论坛
sjkxjs-zyyxdh,世界科学技术. 中医药现代化
sjls,世界历史
sjlyyj,世界林业研究
sjmyzzdsyyj,世界贸易组织动态与研究
sjms,世界美术
sjmz,世界民族
sjny,世界农业
sjql,世界桥梁
sjzx,世界哲学
sjzjwh,世界宗教文化
sjzjyj,世界宗教研究
sh,收获
sdjjmydxxb,首都经济贸易大学学报
sdsfdxxb-shkxb,首都师范大学学报. 社会科学版
sdtyxyxb,首都体育学院学报
slxb,兽类学报
sjcjycl,数据采集与处理
sltjygl,数理统计与管理
sljjjsjjyj,数量经济技术经济研究
sxdsjyrs,数学的实践与认识
sxjyxb,数学教育学报
sxjz,数学进展
sxnk-Aj,数学年刊. A辑
sxtb,数学通报
sxwlxb,数学物理学报
sxxb,数学学报
sxzz,数学杂志
sbjs,水泵技术
sckjqb,水产科技情报
sckx,水产科学
scxb,水产学报
scljs,水处理技术
sdnykx,水电能源科学
sdlxyjyjz-Aj,水动力学研究与进展. A辑
skxjz,水科学进展
slfd,水力发电
slfdxb,水力发电学报
slsdjs,水利水电技术
slsdkjjz,水利水电科技进展
slsygcxb,水利水运工程学报
slxb,水利学报
ssswxb,水生生物学报
sssxzz,水生态学杂志
stbctb,水土保持通报
stbcxb,水土保持学报
stbcyj,水土保持研究
sw,水文
swdzgcdz,水文地质工程地质
sygc,水运工程
swyj,税务研究
swyjj,税务与经济
sc,丝绸
sxlljy,思想理论教育
sxlljydk,思想理论教育导刊
sxzx,思想战线
sxzzkjx,思想政治课教学
scdxxb-gckxb,四川大学学报. 工程科学版
scdxxb-yxb,四川大学学报. 医学版
scdxxb-zxshkxb,四川大学学报. 哲学社会科学版
scdxxb-zrkxb,四川大学学报. 自然科学版
scdw,四川动物
scnydxxb,四川农业大学学报
scsfdxxb-shkxb,四川师范大学学报. 社会科学版
scsfdxxb-zrkxb,四川师范大学学报. 自然科学版
scwyxyxbgmwwgyw,四川外语学院学报（改名为：外国语文）
scww,四川文物
scxj,四川戏剧
slgy,饲料工业
slyj,饲料研究
szdxxb-zxshkxb,苏州大学学报. 哲学社会科学版
sl,塑料
slgy,塑料工业
slkj,塑料科技
sxgcxb,塑性工程学报
synxb,太阳能学报
sylgdxxb,太原理工大学学报
ssjs,炭素技术
scykzxb,探测与控制学报
ss,探索
ssyzm,探索与争鸣
tcxb,陶瓷学报
tsg,特殊钢
tzyqc,特种油气藏
tzzzjyshj,特种铸造及有色合金
tykx,体育科学
tywhdk,体育文化导刊
tyxk,体育学刊
tyykx,体育与科学
tfxl,天府新论
tjdxxb,天津大学学报
tjdxxb-shkxb,天津大学学报. 社会科学版
tjgydxxb,天津工业大学学报
tjshkx,天津社会科学
tjsfdxxb-shkxb,天津师范大学学报. 社会科学版
tjtyxyxb,天津体育学院学报
tjyy,天津医药
trcwyjykf,天然产物研究与开发
trqdqkx,天然气地球科学
trqgy,天然气工业
trqhg-Clhxyhg,天然气化工. Cl，化学与化工
twxb,天文学报
twxjz,天文学进展
ty,天涯
tdbzsj,铁道标准设计
tdcl,铁道车辆
tdgcxb,铁道工程学报
tdjz,铁道建筑
tdkxygcxb,铁道科学与工程学报
tdxb,铁道学报
tdysyjj,铁道运输与经济
tlxjyyjbzz,听力学及言语疾病杂志
txxb,通信学报
tjdxxb-shkxb,同济大学学报. 社会科学版
tjdxxb-zrkxb,同济大学学报. 自然科学版
tjyj,统计研究
tjyjc,统计与决策
tzyj,投资研究
tsg,图书馆
tsggzyyj,图书馆工作与研究
tsgjs,图书馆建设
tsgllysj,图书馆理论与实践
tsgls,图书馆论坛
tsgxyjfwtsgxyj-llbhtsgxyj-yyb,图书馆学研究（分为：《图书馆学研究. 理论版》和《图书馆学研究. 应用版》）
tsgzz,图书馆杂志
tsqbgz,图书情报工作
tsqbzs,图书情报知识
tsyqb,图书与情报
tlgy,涂料工业
tmgcxb,土木工程学报
tr,土壤
trtb,土壤通报
trxb,土壤学报
tjjs,推进技术
wgjyyj,外国教育研究
wgjjygl,外国经济与管理
wgwx,外国文学
wgwxpl,外国文学评论
wgwxyj,外国文学研究
wgy,外国语
wgzxxjy,外国中小学教育
wjpl,外交评论
wydhjx,外语电化教学
wyjx,外语教学
wyjxllysj,外语教学理论与实践
wyjxyyj,外语教学与研究
wyj,外语界
wyxk,外语学刊
wyyj,外语研究
wyywyjx,外语与外语教学
wbxb,微波学报
wdj,微电机
wdzx,微电子学
wdzxyjsj,微电子学与计算机
wndzjs,微纳电子技术
wswxb,微生物学报
wswxtb,微生物学通报
wtdj,微特电机
wtgswxb,微体古生物学报
wsyj,卫生研究
ws,文史
wsz,文史哲
ww,文物
wwbhykgkx,文物保护与考古科学
wx,文献
wxpl,文学评论
wxyc,文学遗产
wyllyj,文艺理论研究
wyllypp,文艺理论与批评
wypl,文艺评论
wyyj,文艺研究
wyzm,文艺争鸣
wjclxb,无机材料学报
wjhxxb,无机化学学报
wjygy,无机盐工业
whdxxb-gxb,武汉大学学报. 工学版
whdxxb-lxb,武汉大学学报. 理学版
whdxxb-rwkxb,武汉大学学报. 人文科学版
whdxxb-xxkxb,武汉大学学报. 信息科学版
whdxxb-yxb,武汉大学学报. 医学版
whdxxb-zxshkxb,武汉大学学报. 哲学社会科学版
whjr,武汉金融
whlgdxxb,武汉理工大学学报
whlgdxxb-shkxb,武汉理工大学学报. 社会科学版
whtyxyxb,武汉体育学院学报
whzwxyjgmwzwkxxb,武汉植物学研究（改名为：植物科学学报）
wd,舞蹈
wl,物理
wlhxxb,物理化学学报
wljs-gzbgmwwljs-jxyjb,物理教师. 高中版（改名为：物理教师. 教学研究版）
wlxb,物理学报
wlxjz,物理学进展
wljs,物流技术
xadzkjdxxb,西安电子科技大学学报
xajzkjdxxb-zrkxb,西安建筑科技大学学报. 自然科学版
xajtdxxb,西安交通大学学报
xajtdxxb-shkxb,西安交通大学学报. 社会科学版
xajtdxxb-yxb,西安交通大学学报. 医学版
xalgdxxb,西安理工大学学报
xasydxxb-zrkxb,西安石油大学学报. 自然科学版
xatyxyxb,西安体育学院学报
xbdxxb-zxshkxb,西北大学学报. 哲学社会科学版
xbdxxb-zrkxb,西北大学学报. 自然科学版
xbdzxb,西北地震学报
xbgydxxb,西北工业大学学报
xblxyxb,西北林学院学报
xbmzyj,西北民族研究
xbnlkjdxxb-zrkxb,西北农林科技大学学报. 自然科学版
xbnyxb,西北农业学报
xbsdxb-shkxb,西北师大学报. 社会科学版
xbsfdxxb-zrkxb,西北师范大学学报. 自然科学版
xbzwxb,西北植物学报
xblykx,西部林业科学
xndxxb-shkxb,西南大学学报. 社会科学版
xndxxb-zrkxb,西南大学学报. 自然科学版
xnjtdxxb,西南交通大学学报
xnjr,西南金融
xnmzdxxb-rwskb,西南民族大学学报. 人文社科版
xnnyxb,西南农业学报
xnsfdxxb-zrkxb,西南师范大学学报. 自然科学版
xnsydxxb-zrkxb,西南石油大学学报. 自然科学版
xyfz,西亚非洲
xyyj,西域研究
xcyj,西藏研究
xt,稀土
xyjs,稀有金属
xyjsclygc,稀有金属材料与工程
xyjsyyzhj,稀有金属与硬质合金
xj,戏剧
xjwx,戏剧文学
xjys,戏剧艺术
xqys,戏曲艺术
xtfzxb,系统仿真学报
xtgc,系统工程
xtgcllysj,系统工程理论与实践
xtgcxb,系统工程学报
xtgcydzjs,系统工程与电子技术
xtkxysx,系统科学与数学
xbswxzzgmwzgxbswxxb,细胞生物学杂志（改名为：中国细胞生物学学报）
xbyfzmyxzz,细胞与分子免疫学杂志
xmdxxb-zxshkxb,厦门大学学报. 哲学社会科学版
xmdxxb-zrkxb,厦门大学学报. 自然科学版
xdcj,现代财经
xdcsyj,现代城市研究
xdcb,现代传播
xddxjy,现代大学教育
xddz,现代地质
xddl,现代电力
xdfx,现代法学
xdfyjs,现代防御技术
xdgjgx,现代国际关系
xdhg,现代化工
xdjjst,现代经济探讨
xdld,现代雷达
xdmyx,现代免疫学
xdrbjj,现代日本经济
xdspkj,现代食品科技
xdsljgyy,现代塑料加工应用
xdsdjs,现代隧道技术
xdtsqbjs,现代图书情报技术
xdwy,现代外语
xdyfyx,现代预防医学
xdzx,现代哲学
xdzzgc,现代制造工程
xdzxxjy,现代中小学教育
xsdxxb-zxshkxb,湘潭大学学报. 哲学社会科学版
xsdxzrkxxb,湘潭大学自然科学学报
xjgy,橡胶工业
xfkxyjs,消防科学与技术
xfjj,消费经济
xsj,小说界
xspl,小说评论
xsyb-ycb,小说月报. 原创版
xxwxjsjxt,小型微型计算机系统
xlfzyjy,心理发展与教育
xlkx,心理科学
xlkxjz,心理科学进展
xlxb,心理学报
xjdz,新疆地质
xjnykx,新疆农业科学
xjsfdxxb-zxshkxb,新疆师范大学学报. 哲学社会科学版
xjsydz,新疆石油地质
xjr,新金融
xms,新美术
xsy,新视野
xwxsl,新文学史料
xwdx,新闻大学
xwjz,新闻记者
xwj,新闻界
xwycbyj,新闻与传播研究
xwyxz,新闻与写作
xwzx,新闻战线
xwzs,新闻知识
xxscl,新型炭材料
xhcl,信号处理
xxykz,信息与控制
xysfxyxb-zrkxb,信阳师范学院学报. 自然科学版
xzfxyj,行政法学研究
xzls,行政论坛
xcxxgmwddxcx,修辞学习（改名为：当代修辞学）
xzsfdxxb-zxshkxb,徐州师范大学学报. 哲学社会科学版
xmsyxb,畜牧兽医学报
xmysy,畜牧与兽医
xh,学海
xqjyyj,学前教育研究
xsjl,学术交流
xsj,学术界
xsls,学术论坛
xsyj,学术研究
xsyk,学术月刊
xwyyjsjy,学位与研究生教育
xxls,学习论坛
xxysj,学习与实践
xxyss,学习与探索
xxdjysxjy,学校党建与思想教育
ydysg,压电与声光
ytysyzbxzz,牙体牙髓牙周病学杂志
ysjj,亚太经济
yckj,烟草科技
ysdxxb-zxshkxb,烟台大学学报. 哲学社会科学版
ykcs,岩矿测试
yskwxzz,岩石矿物学杂志
yslxygcxb,岩石力学与工程学报
ysxb,岩石学报
ytgcxb,岩土工程学报
ytlx,岩土力学
yjyfzgl,研究与发展管理
ykxjz,眼科新进展
ykyjgmwzhsyykzz,眼科研究（改名为：中华实验眼科杂志）
yzdxxb-nyysmkxb,扬州大学学报. 农业与生命科学版
yzdxxb-zrkxb,扬州大学学报. 自然科学版
ygjsyyy,遥感技术与应用
ygxb,遥感学报
ywfxzz,药物分析杂志
yxxb,药学学报
yjfx,冶金分析
yjzdh,冶金自动化
yjyxs,液晶与显示
yyyqd,液压与气动
yxyjsxb,医学研究生学报
yxyzx-rwshyxb,医学与哲学. 人文社会医学版
yydb,医药导报
yyswlx,医用生物力学
ybjsycgq,仪表技术与传感器
yqybxb,仪器仪表学报
yc,遗传
ysbj,艺术百家
yspl,艺术评论
yl,译林
ylcz,音乐创作
ylyj,音乐研究
ylys,音乐艺术
yxj,银行家
yr,印染
yrzj,印染助剂
yygltj,应用概率统计
yygx,应用光学
yyhx,应用化学
yyjcygckxxb,应用基础与工程科学学报
yyjg,应用激光
yykxxb,应用科学学报
yylxxb,应用力学学报
yyqxxb,应用气象学报
yyssxb,应用生态学报
yysx,应用声学
yysx,应用数学
yysxhlx,应用数学和力学
yysxxb,应用数学学报
yyyhjswxb,应用与环境生物学报
yyxb,营养学报
yxkxyghx,影像科学与光化学
yqdzycsl,油气地质与采收率
yqtdmgc,油气田地面工程
ythx,油田化学
yjhx,有机化学
ysjsgmwysjsgc,有色金属（改名为：有色金属工程）
ysjs-xkbf,有色金属. 选矿部分
ysjs-ylbf,有色金属. 冶炼部分
yyxdh,渔业现代化
yhclgy,宇航材料工艺
yhxb,宇航学报
ywjs,语文建设
ywyj,语文研究
yyjxyyj,语言教学与研究
yykx,语言科学
yywzyy,语言文字应用
yyyj,语言研究
ymkx,玉米科学
yc,预测
yyxb,园艺学报
yzhwlpl,原子核物理评论
yznkxjs,原子能科学技术
yzyfzwlxb,原子与分子物理学报
yncjdxxb,云南财经大学学报
yndxxb-shkxb,云南大学学报. 社会科学版
yndxxb-zrkxb,云南大学学报. 自然科学版
ynmzdxxb-zxshkxb,云南民族大学学报. 哲学社会科学版
ynnydxxb-zrkx,云南农业大学学报. 自然科学
ynshkx,云南社会科学
ynsfdxxb-zxshkxb,云南师范大学学报. 哲学社会科学版
ynxzxyxb,云南行政学院学报
ynzwyjgmwzwflyzyxb,云南植物研究（改名为：植物分类与资源学报）
ycxxb,运筹学学报
ycygl,运筹与管理
zjsd,杂交水稻
zhx,灾害学
zzkxyjs,造纸科学与技术
zxds,哲学动态
zxyj,哲学研究
zjdxxb-gxb,浙江大学学报. 工学版
zjdxxb-lxb,浙江大学学报. 理学版
zjdxxb-nyysmkxb,浙江大学学报. 农业与生命科学版
zjdxxb-rwshkxb,浙江大学学报. 人文社会科学版
zjdxxb-yxb,浙江大学学报. 医学版
zjda,浙江档案
zjjr,浙江金融
zjlxyxbgmwzjnldxxb,浙江林学院学报（改名为：浙江农林大学学报）
zjlykj,浙江林业科技
zjnyxb,浙江农业学报
zjshkx,浙江社会科学
zjsfdxxb-shkxb,浙江师范大学学报. 社会科学版
zjxk,浙江学刊
zcyj,针刺研究
zzgy,针织工业
zkkxyjsxb,真空科学与技术学报
zdblxzz,诊断病理学杂志
zdcsyzd,振动、测试与诊断
zdgcxb,振动工程学报
zdycj,振动与冲击
zqscdb,证券市场导报
zzdxxb-gxb,郑州大学学报. 工学版
zzdxxb-lxb,郑州大学学报. 理学版
zzdxxb-yxb,郑州大学学报. 医学版
zzdxxb-zxshkxb,郑州大学学报. 哲学社会科学版
zfls,政法论坛
zzxyj,政治学研究
zzyfl,政治与法律
zscq,知识产权
zjls,职教论坛
zyjsjy,职业技术教育
zwbh,植物保护
zwbhxb,植物保护学报
zwblxb,植物病理学报
zwjy,植物检疫
zwslxtxgmwzwslxb,植物生理学通讯（改名为：植物生理学报）
zwssxb,植物生态学报
zwxtbgmwzwxb,植物学通报（改名为：植物学报）
zwyj,植物研究
zwyczyxb,植物遗传资源学报
zwyyyflxb,植物营养与肥料学报
zwzyyhjxb,植物资源与环境学报
zhzz,纸和造纸
zlxb,制冷学报
zzjsyjc,制造技术与机床
zzyzdh,制造业自动化
zpxb,质谱学报
znxtxb,智能系统学报
zbdxxb-zrkxb,中北大学学报. 自然科学版
zcy,中草药
zcy,中成药
zfysjjbzz,中风与神经疾病杂志
zgdsyj,中共党史研究
zgfjswdxxb,中共福建省委党校学报
zgtjswdxxb,中共天津市委党校学报
zgzjswdxxb,中共浙江省委党校学报
zgzydxxb,中共中央党校学报
zgazzz,中国癌症杂志
zgaqkxxb,中国安全科学学报
zgbjwx,中国比较文学
zgbjsdyj,中国边疆史地研究
zgbj,中国编辑
zgbmgc,中国表面工程
zgblslzz,中国病理生理杂志
zgbyswxzz,中国病原生物学杂志
zgcz,中国财政
zgcdxb,中国草地学报
zgcsjsgmwzgcs,中国测试技术（改名为：中国测试）
zgcsyxzz,中国超声医学杂志
zgcrjy,中国成人教育
zgcb,中国出版
zgdxjx,中国大学教学
zgddekzz,中国当代儿科杂志
zgdzgbls,中国党政干部论坛
zgda,中国档案
zgdj,中国道教
zgdfbxzz,中国地方病学杂志
zgdz,中国地震
zgdz,中国地质
zgdzdxxb-shkxb,中国地质大学学报. 社会科学版
zgdjywh,中国典籍与文化
zgdhjy,中国电化教育
zgdjgcxb,中国电机工程学报
zgdl,中国电力
zgds,中国电视
zgdmyhzz,中国动脉硬化杂志
zgetbjzz,中国儿童保健杂志
zgfx,中国法学
zgfy,中国翻译
zgfazz,中国肺癌杂志
zgftjs,中国粉体技术
zgfsyfhxb,中国腐蚀与防护学报
zgfybj,中国妇幼保健
zggryhlzz,中国感染与化疗杂志
zggdjy,中国高等教育
zggjyj,中国高教研究
zggckx,中国工程科学
zggyjj,中国工业经济
zggyyxzz,中国工业医学杂志
zgggws,中国公共卫生
zgglxb,中国公路学报
zggzsszz,中国骨质疏松杂志
zgglkx,中国管理科学
zggxjsxb,中国惯性技术学报
zggbdsxk,中国广播电视学刊
zggs,中国果树
zghsyq,中国海上油气
zghydxxb-zrkxb,中国海洋大学学报. 自然科学版
zghyyw,中国海洋药物
zghh,中国航海
zghjjc,中国环境监测
zghjkx,中国环境科学
zgjxgc,中国机械工程
zgjg,中国激光
zgjjyx,中国急救医学
zggsps,中国给水排水
zgjzjszz,中国脊柱脊髓杂志
zgjz,中国记者
zgjscxyjscbzz,中国寄生虫学与寄生虫病杂志
zgjq,中国家禽
zgjzj,中国胶粘剂
zgjxwkzz,中国矫形外科杂志
zgjyxk,中国教育学刊
zgjr,中国金融
zgjj,中国京剧
zgjjsyj,中国经济史研究
zgjjwt,中国经济问题
zgkfllysj,中国康复理论与实践
zgkfyxzz,中国康复医学杂志
zgksszz,中国抗生素杂志
zgkjfy,中国科技翻译
zgkjls,中国科技论坛
zgkjlwzx,中国科技论文在线
zgkjqkyj,中国科技期刊研究
zgkjszz,中国科技史杂志
"zgkx-Aj,sxgmwzgkx-sx","中国科学. A辑, 数学（改名为：中国科学. 数学）"
zgkx-Bjhxgmwzgkx-hx,中国科学. B辑，化学（改名为：中国科学. 化学）
zgkx-Cjsmkxgmwzgkx-smkx,中国科学. C辑，生命科学（改名为：中国科学. 生命科学）
"zgkx-Dj,dqkxgmwzgkx-dqkx","中国科学. D辑, 地球科学（改名为：中国科学. 地球科学）"
zgkx-Ejfwzgkx-jskxyzgkx-xxkx,中国科学. E辑（分为：《中国科学. 技术科学》与《中国科学. 信息科学》）
zgkx-Gjwlxlxtwxgmwzgkx-wlxlxtwx,中国科学. G辑，物理学、力学、天文学（改名为：中国科学. 物理学、力学、天文学）
zgkxjj,中国科学基金
zgkxjsdxxb,中国科学技术大学学报
zgkxyyjsyxb,中国科学院研究生院学报
zgkjkxjs,中国空间科学技术
zgky,中国矿业
zgkydxxb,中国矿业大学学报
zgld,中国劳动
zgldgxxyxb,中国劳动关系学院学报
zglnxzz,中国老年学杂志
zglsdllc,中国历史地理论丛
zglswwgmwzggjbwggk,中国历史文物（改名为：中国国家博物馆馆刊）
zglyxb,中国粮油学报
zglcjpxzz,中国临床解剖学杂志
zglcxlxzz,中国临床心理学杂志
zglcylxzz,中国临床药理学杂志
zgltjj,中国流通经济
zgms,中国煤炭
zgmyxzz,中国免疫学杂志
zgmsl,中国穆斯林
zgnkxzz,中国男科学杂志
zgnfgs,中国南方果树
zgnbsj,中国内部审计
zgnjzz,中国内镜杂志
zgncgc,中国农村观察
zgncjj,中国农村经济
zgncslsd,中国农村水利水电
zgnjh,中国农机化
zgns,中国农史
zgnydxxb,中国农业大学学报
zgnykjdb,中国农业科技导报
zgnykx,中国农业科学
zgnyqx,中国农业气象
zgnyzyyqh,中国农业资源与区划
zgpfxbxzz,中国皮肤性病学杂志
zgpg,中国皮革
zgptwkzz,中国普通外科杂志
zgqnyj,中国青年研究
zgqnzzxyxb,中国青年政治学院学报
zgqkyx,中国全科医学
zgrc,中国人才
zgrkzyyhj,中国人口、资源与环境
zgrkkx,中国人口科学
zgrlzykf,中国人力资源开发
zgrmdxxb,中国人民大学学报
zgrmgadxxb-shkxb,中国人民公安大学学报. 社会科学版
zgrsghbxb,中国人兽共患病学报
zgrpgy,中国乳品工业
zgrkx,中国软科学
zgslbc,中国森林病虫
zgsm,中国沙漠
zgshjjsyj,中国社会经济史研究
zgshkx,中国社会科学
zgshkxyyjsyxb,中国社会科学院研究生院学报
zgsjjsjbzz,中国神经精神疾病杂志
zgsjmyxhsjbxzz,中国神经免疫学和神经病学杂志
zgsj,中国审计
zgshywzz,中国生化药物杂志
zgssnyxb,中国生态农业学报
zgswfzgmwzgswfzxb,中国生物防治（改名为：中国生物防治学报）
zgswgczz,中国生物工程杂志
zgswhxyfzswxb,中国生物化学与分子生物学报
zgswyxgcxb,中国生物医学工程学报
zgsydxxb-zrkxb,中国石油大学学报. 自然科学版
zgsyfjxzz,中国实验方剂学杂志
zgsyxyxzz,中国实验血液学杂志
zgsyekzz,中国实用儿科杂志
zgsyfkyckzz,中国实用妇科与产科杂志
zgsyhlzz,中国实用护理杂志
zgsynkzz,中国实用内科杂志
